what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309861329615
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309861342619
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309861454313
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309861461239
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309861462057
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1309861471154
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1309861478421
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1309861479629
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1309861498932
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1309861500847
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1309861511782
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1309861516367
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1309861528138
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1309861529560
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1309861530928
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1309861533542
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1309861536159
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1309861543797
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1309861546438
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1309861570638
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1309861579274
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1309861601541
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1309861604067
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1309861720812
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1309861722307
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1309861724741
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1309861732908
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1309861741415
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1309861744248
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1309861763318
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1309861764810
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1309861780854
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1309861782114
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1309861787700
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1309861788375
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309861805235
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309861806979
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309861807059
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309861808409
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1309861820311
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1309861830632
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309861832258
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309861833889
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.refresh",1309861857173
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309861860600
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309861861766
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309861861899
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309861864717
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1309861913247
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1309861920270
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1309861923445
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1309861965199
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1309861966677
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1309861974574
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309861980886
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309861983608
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1309862014377
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1309862023326
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309862025189
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309862029768
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1309862053958
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309862056193
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309862061197
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1309862061208
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309862062368
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309862089064
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309862091609
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309862093470
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1309862093484
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309862095643
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309862096890
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1309862096903
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309862101895
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309862102939
executed,command,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.edit.text.java.move.element",1309862102945
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.refresh",1309862106612
closed,editor,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1309862106900
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1309862108584
activated,editor,com.android.ide.eclipse.adt,11.0.0.v201105251008-128486,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1309862109969
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1309862112417
activated,editor,com.android.ide.eclipse.adt,11.0.0.v201105251008-128486,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1309862117394
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1309862117394
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1309862118289
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1309862156444
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1309862167168
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1309862173919
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1309862202832
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1309862203642
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1309862214247
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309862216354
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309862222274
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1309862260083
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309862261644
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309862262931
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309862283942
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309862285011
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309862285168
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309862286773
executed,command,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui.commands.RunLast",1309862310144
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1309862310181
